browser_session_id	Referrer	LandingPage	SEARCH_TERM_FLAG	EXTERNAL_SEARCH_FLAG	INTERNAL_SEARCH_FLAG	Browser	OS	DayOfWeek	TimeofDay	TOS	NOP	Logged_in_status	ISP	QFF	CIS	SMARTPHONE	BRANDS	DEALS	PREPAID	RECHARGE	SIMCARD	NETWORK	BROADBAND	BUNDLE	HOMEPHONE	FIXEDLINE	PURCHASE_FLAG	geo_variable_region	device_details
6005836077965796-1364791007574	Google	HOME	0	0	0	Chrome	Windows	0	15	1920	21	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	South Australia	U
6019058584853674-1364772398790	OPTUS	PRODUCT	0	0	0	MSIE	Windows	0	10	5982	19	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	SIMCARD	NETWORK	BROADBAND	OTHER	OTHER	OTHER	1	Queensland	D
602862323798604-1364889608697	Google	PRODUCT	1	1	0	MSIE	Windows	1	19	2162	28	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
6038646528031677-1365164432008	OTHER	HOME	0	1	0	Chrome	Windows	4	23	5034	21	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	U
6068733569700271-1364774073225	Google	PRODUCT	1	0	0	Safari	Mac	0	10	4169	17	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
61037676804699-1347960295905	Google	PRODUCT	0	0	0	Chrome	Mac	1	13	1805932	30	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	OTHER	OTHER	OTHER	1	undefined	M
6117801903747022-1364916904050	OPTUS	PRODUCT	0	0	0	Chrome	Windows	2	2	6217	7	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Australian Capital Territory	D
6196899735368788-1365031008768	Google	HOME	1	1	0	Safari	Mac	3	10	791	10	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
6239308647656556-1365237413776	OTHER	HOME	0	0	0	Firefox	Mac	5	19	269	11	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
6266896926891188-1364973981793	Google	PRODUCT	0	0	0	MSIE	Windows	2	0	1700	7	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
6341013261117041-1365120227443	Google	PRODUCT	0	0	0	Chrome	Windows	4	11	368	8	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	D
635374472476542-1365208337089	OTHER	OTHER	0	0	0	Safari	Mac	5	11	477	6	0	Vodafone Australia Pty.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	M
6354358761360375-1364963769403	Google	PRODUCT	1	1	0	Firefox	Windows	2	15	88474	22	0	Primus Telecommunications	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
6377529657911509-1364784758804	OTHER	HOME	0	0	0	Safari	Mac	0	13	178029	20	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Queensland	U
6435696755070239-1365160718147	Google	HOME	0	0	0	Chrome	Windows	4	22	559	13	1	Dodo Australia	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
6556165989617393-1365236743969	Google	HOME	1	1	0	MSIE	Windows	5	19	669	9	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
6747153681011553-1365115900858	Google	HOME	1	1	0	MSIE	Windows	4	9	1699	32	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
6764872725755748-1365297777998	Google	PRODUCT	1	1	0	MSIE	Windows	6	12	807	6	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
6779853890854233-1365045689985	OPTUS	OTHER	0	0	0	MSIE	Windows	3	14	6692	11	0	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
7722089883265022-1365304261935	OTHER	HOME	0	0	0	MSIE	Windows	6	14	2760	33	1	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
7840698505482222-1364957025439	OTHER	HOME	0	0	0	MSIE	Windows	2	13	6427	16	1	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
7890304125753724-1365070681235	OTHER	PRODUCT	0	0	0	MSIE	Windows	3	21	2755	15	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
7914497431788423-1365301654535	OPTUS	HOME	1	1	0	MSIE	Windows	6	13	302	6	0	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
7981559853069484-1364831219546	OPTUS	OTHER	0	0	0	Chrome	Windows	1	2	1543	24	0	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	U
8022626477524224-1364853481372	OTHER	HOME	0	0	0	MSIE	Windows	1	8	1336	18	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
8074906904641597-1364888204652	Google	HOME	1	1	0	MSIE	Windows	1	18	372	7	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
8100321916863322-1361052235118	OPTUS	PRODUCT	0	0	0	Chrome	Windows	1	7	1182641	25	1	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Queensland	D
8104623805937612-1365343824249	OPTUS	PRODUCT	0	0	0	MSIE	Windows	0	1	1349	11	1	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	D
8180375625379384-1364944216932	Google	PRODUCT	1	1	0	Chrome	Windows	1	15	6869	20	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
821821476565674-1364898231568	OPTUS	PRODUCT	0	1	0	Safari	Mac	1	21	1887	5	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
8250551852397621-1365333874226	OTHER	HOME	0	0	0	Chrome	Windows	6	22	922	9	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
8270394280552864-1365378817011	OTHER	PRODUCT	0	0	0	Safari	Mac	0	10	688	4	0	Vodafone Australia Pty.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	M
8288990047294647-1364791497579	Google	HOME	1	1	0	Safari	Mac	0	15	1188	24	1	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
8353253932252777-1364884034589	Google	PRODUCT	1	0	0	Firefox	Mac	1	17	172920	37	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	M
8466005886254729-1364883518003	OPTUS	PRODUCT	0	0	0	Firefox	Windows	1	17	413	9	1	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
0067554534387030-1365328163510	Google	HOME	1	0	0	MSIE	Windows	6	20	8737	64	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	U
0071945223025977-1364894866276	Google	PRODUCT	1	1	0	Safari	Mac	1	20	2120	12	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
0138675980307451-1365110645955	Google	HOME	1	0	0	Firefox	Windows	4	8	440	7	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
0240565243443974-1364880959792	OTHER	OTHER	0	0	0	MSIE	Windows	1	16	845	11	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	D
0253685997142864-1364796153413	Google	HOME	1	0	0	MSIE	Windows	0	17	8862	59	1	Internode	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	U
0277315814601282-1364982270410	OPTUS	OTHER	0	0	0	Firefox	Windows	2	20	5126	15	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
0343857632512241-1364912982456	OTHER	HOME	0	0	0	MSIE	Windows	2	1	423	8	0	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
0502404372673481-1364870475442	Google	PRODUCT	1	1	0	Chrome	Windows	1	13	453	9	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
0505408724227043-1364957456412	OPTUS	PRODUCT	1	1	0	MSIE	Windows	2	13	1098	10	0	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
0553441430463977-1364778909896	OPTUS	HOME	1	1	0	MSIE	Windows	0	12	5494	18	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	U
0611724204620599-1364860203477	Google	HOME	1	1	0	MSIE	Windows	1	10	1851	21	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	U
0639708549715578-1365224635657	OTHER	HOME	0	0	0	Chrome	Windows	5	16	3840	8	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
0667234957575190-1364774763956	OPTUS	PRODUCT	0	0	0	MSIE	Windows	0	11	3180	18	1	Vodafone Australia Pty.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	D
0737906735660898-1364953562750	Google	HOME	1	1	0	Firefox	Windows	2	12	822	10	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Queensland	U
0815137616626486-1365030861797	Google	HOME	1	1	0	MSIE	Windows	3	10	1529	16	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	U
0890108807943761-1365176865986	Google	PRODUCT	1	1	0	Safari	Mac	5	2	714	11	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	M
0965172927945061-1365059213535	OPTUS	PRODUCT	0	0	0	Firefox	Windows	3	18	6098	45	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
1072459857015247-1365172190064	OTHER	PRODUCT	0	0	0	MSIE	Windows	5	1	1439	13	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
1148954131640493-1365069150085	OTHER	OTHER	0	0	0	Safari	Mac	3	20	514	4	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	M
1176703254699549-1365009873783	OTHER	OTHER	0	0	0	MSIE	Windows	2	10	1589	13	0	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	D
1185792465135274-1365052957774	Google	PRODUCT	1	1	0	MSIE	Windows	3	16	1990	42	1	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	NETWORK	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
1235848003263251-1364887712286	OTHER	HOME	0	0	0	MSIE	Windows	1	18	3828	16	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
1243104695036425-1364973525312	Google	PRODUCT	1	1	0	MSIE	Windows	2	18	2818	45	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
1315170454593950-1365046747331	OTHER	HOME	0	0	0	MSIE	Windows	3	14	1160	22	1	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
1524416762404143-1365149036025	Google	HOME	0	1	0	Chrome	Windows	4	19	3906	23	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Queensland	U
1531608825885836-1365046602777	Google	HOME	1	1	0	MSIE	Windows	3	14	419	21	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
1578184934369773-1365120111616	OTHER	PRODUCT	0	0	0	MSIE	Windows	4	11	16983	66	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	D
1726319896988570-1364851680387	Google	PRODUCT	1	1	0	Safari	Mac	1	8	606	8	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	M
1770575198972470-1365128987890	OTHER	OTHER	0	0	0	MSIE	Windows	4	13	1438	8	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	D
1937075858004391-1364872069374	Google	PRODUCT	1	0	0	Chrome	Windows	1	14	1455	19	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	D
1957195319700986-1365214073879	Google	PRODUCT	0	0	0	Chrome	Windows	5	13	1403	18	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	D
1990919594773908-1365050282395	Google	HOME	1	1	0	MSIE	Windows	3	15	910	17	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
1993883610703051-1364974863287	OTHER	HOME	0	0	0	Chrome	Windows	2	18	646	10	0	Internode	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	U
2009848157900492-1364773055573	OTHER	HOME	0	0	0	MSIE	Windows	0	10	1975	13	0	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
2064170090015977-1365364863409	OTHER	HOME	0	0	0	Chrome	Windows	0	7	247	6	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
2113101357302093-1365158105207	Google	HOME	1	1	0	MSIE	Windows	4	21	22536	58	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
2141749902747381-1364868832308	OPTUS	PRODUCT	0	0	0	MSIE	Windows	1	13	668	9	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	D
2143661836519272-1364901199606	OPTUS	HOME	0	0	0	Firefox	Windows	1	22	272	7	0	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
215265175094828-1365117558633	Google	PRODUCT	0	0	0	Chrome	Windows	4	10	722	22	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	undefined	D
2208724973453545-1364863396591	Google	HOME	1	1	0	MSIE	Windows	1	11	8232	31	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	U
2234269455075264-1364797394755	OTHER	OTHER	0	1	0	Safari	Mac	0	17	2778	19	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	M
2294365593697875-1365077120564	OTHER	HOME	0	0	0	Chrome	Windows	3	23	584	11	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
2416637097485363-1364978631086	Google	PRODUCT	1	1	0	Safari	Mac	2	19	2795	14	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
2426364125148432-1365136987114	OTHER	PRODUCT	0	0	0	MSIE	Windows	4	15	1170	13	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	D
2497188034467399-1364943133788	OTHER	HOME	0	0	0	Chrome	Windows	2	9	36391	18	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
2537231277674436-1364773128331	Google	HOME	1	1	0	Chrome	Windows	0	10	4485	22	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	BUNDLE	OTHER	OTHER	1	South Australia	U
2614124072559349-1365113602471	Google	PRODUCT	1	0	0	Firefox	Windows	4	9	664	24	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
2767169517871555-1364967640331	OPTUS	PRODUCT	0	0	0	MSIE	Windows	2	16	186	8	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	D
2773673732185867-1364979157289	OTHER	PRODUCT	0	0	0	Firefox	Windows	2	19	1187	11	0	Internode	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
2794315650742331-1364864878718	OTHER	HOME	0	1	0	MSIE	Windows	1	12	1628	27	0	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	U
2967989379540086-1365211934260	OPTUS	PRODUCT	0	0	0	Chrome	Windows	5	12	2034	16	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
2998849681519002-1364907997111	OTHER	HOME	0	0	0	Firefox	Windows	2	0	465	7	1	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3060917605180293-1364901613345	Google	HOME	1	1	0	Chrome	Windows	1	22	552	15	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3148004176485397-1365291441982	OTHER	PRODUCT	0	0	0	MSIE	Windows	6	10	3822	12	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
3221385553291267-1364972054085	OPTUS	HOME	0	0	0	Firefox	Windows	2	17	410	6	0	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
3239398035801756-1364861796547	OTHER	PRODUCT	0	0	0	MSIE	Windows	1	11	2555	17	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	New South Wales	D
3364107317756861-1365051756040	OTHER	HOME	0	0	0	Chrome	Windows	3	16	25715	41	0	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
3372416431084275-1365336280482	OTHER	HOME	0	0	0	Chrome	Windows	6	23	760299	55	1	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	OTHER	OTHER	OTHER	1	undefined	U
3504726552484232-1364906344550	OPTUS	PRODUCT	0	0	0	MSIE	Windows	1	23	263	7	0	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	D
3571944699500030-1365222788361	Google	HOME	1	1	0	MSIE	Windows	5	15	614462	64	0	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
3601032367441803-1365204050432	OTHER	HOME	0	1	0	Safari	Mac	5	10	5124	34	1	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	U
3632139395922422-1364879946149	Google	PRODUCT	1	1	0	Safari	Mac	1	16	2124	7	0	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	M
3671534001670621-1365129476057	Google	PRODUCT	1	1	0	Firefox	Mac	4	13	2914	35	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	M
3834180806297809-1365312790826	OTHER	PRODUCT	0	0	0	Chrome	Windows	6	16	1061	18	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
3836815821376948-1365227490785	OPTUS	OTHER	1	1	0	MSIE	Windows	5	16	3258	34	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	D
4004142586291236-1365300468524	OPTUS	PRODUCT	0	0	0	Firefox	Windows	6	13	545	7	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
4021316870295147-1364888688611	OTHER	HOME	0	0	0	Firefox	Windows	1	18	2578	19	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Queensland	U
